locality,property_type,area_sqft,age_years,metro_km,amenities,txn_year,price
"Janakpuri, Delhi",Flat / Apartment,1423.0,23,0.6,"gym, security, club",2018,7995000.0
"Rohini, Delhi",Villa,1514.0,13,0.5,"lift, parking, club",2024,16467000.0
"Pitampura, Delhi",Flat / Apartment,1427.0,22,2.1,"lift, gym, club",2019,8084000.0
"Pitampura, Delhi",Flat / Apartment,2132.0,24,1.3,"parking, park-facing, gym",2019,12925000.0
"Saket, Delhi",Villa,973.0,29,2.9,power backup,2023,15658000.0
"Sector 62, Noida",Builder Floor,1131.0,10,3.8,"lift, gym",2024,7743000.0
"Indirapuram, Ghaziabad",Builder Floor,2062.0,16,1.8,"parking, power backup, club",2021,10139000.0
"Vasant Kunj, Delhi",Builder Floor,1230.0,21,8.5,"parking, gym, power backup, club",2020,15155000.0
Greater Noida West,Flat / Apartment,1719.0,26,1.1,"lift, security",2022,5190000.0
"Dwarka, Delhi",Independent House,1361.0,3,0.4,"gym, power backup, club",2023,12769000.0
Greater Noida West,Flat / Apartment,1197.0,1,2.1,"lift, security",2020,3532000.0
"Sector 62, Noida",Villa,1744.0,2,2.2,"lift, park-facing, power backup, club",2023,19323000.0
"Saket, Delhi",Flat / Apartment,1533.0,3,3.3,"park-facing, gym, power backup, club",2021,19279000.0
"Sector 56, Gurugram",Builder Floor,610.0,8,1.6,"lift, park-facing, power backup, club",2022,6147000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1378.0,8,0.6,"lift, parking, park-facing, power backup",2022,15270000.0
"Indirapuram, Ghaziabad",Flat / Apartment,852.0,3,2.3,"park-facing, gym, club",2021,3875000.0
"Saket, Delhi",Flat / Apartment,1872.0,28,2.9,"park-facing, security",2020,17671000.0
"Vasant Kunj, Delhi",Independent House,2089.0,24,2.5,"parking, park-facing, power backup",2023,35994000.0
"Vasant Kunj, Delhi",Flat / Apartment,2143.0,5,3.0,"parking, park-facing, gym",2020,29702000.0
"Saket, Delhi",Villa,1461.0,11,2.7,"park-facing, club",2022,28604000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1092.0,11,2.5,"lift, parking, park-facing, power backup",2019,10012000.0
"Mayur Vihar, Delhi",Builder Floor,1445.0,25,1.4,parking,2022,9997000.0
"Sector 56, Gurugram",Builder Floor,877.0,1,1.3,"gym, club",2019,7606000.0
"Mayur Vihar, Delhi",Flat / Apartment,2355.0,25,6.5,"parking, gym",2021,15054000.0
"Saket, Delhi",Builder Floor,1837.0,2,1.0,"lift, parking, park-facing, security, power backup",2021,29252000.0
"Saket, Delhi",Builder Floor,1437.0,15,6.5,power backup,2019,16808000.0
Greater Noida West,Builder Floor,1749.0,17,1.2,"parking, gym, club",2018,4832000.0
"Vasant Kunj, Delhi",Builder Floor,1079.0,6,5.5,"lift, parking, park-facing, gym, power backup",2019,17216000.0
"Dwarka, Delhi",Builder Floor,801.0,2,4.0,"parking, gym, security, power backup",2019,4942000.0
"Janakpuri, Delhi",Flat / Apartment,350.0,12,3.4,"gym, security, power backup",2020,2454000.0
"Rohini, Delhi",Flat / Apartment,1337.0,26,0.1,"park-facing, power backup",2022,6465000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1206.0,16,1.4,"lift, gym, power backup",2020,10076000.0
Greater Noida West,Builder Floor,1534.0,26,2.6,"lift, parking, gym, power backup",2023,5332000.0
"Vasant Kunj, Delhi",Villa,1306.0,10,4.2,"lift, power backup",2021,25081000.0
"Sector 62, Noida",Flat / Apartment,1513.0,18,2.1,"lift, parking, park-facing, gym, power backup",2019,7758000.0
"Pitampura, Delhi",Flat / Apartment,1665.0,26,0.7,,2018,8112000.0
"Lajpat Nagar, Delhi",Flat / Apartment,643.0,11,2.2,"gym, security, club",2018,5627000.0
"Sector 56, Gurugram",Builder Floor,1691.0,29,3.0,"parking, power backup",2024,13841000.0
"Mayur Vihar, Delhi",Builder Floor,1117.0,26,1.9,"lift, gym, power backup, club",2022,8584000.0
"Lajpat Nagar, Delhi",Builder Floor,1533.0,17,6.2,"parking, park-facing, club",2023,18227000.0
"Saket, Delhi",Builder Floor,1760.0,14,2.3,"gym, club",2018,20082000.0
Greater Noida West,Independent House,1763.0,5,4.4,"lift, security",2019,5917000.0
"Saket, Delhi",Flat / Apartment,1358.0,5,1.4,"parking, security, club",2020,16816000.0
"Sector 15, Faridabad",Flat / Apartment,1380.0,26,3.7,"parking, power backup",2018,3426000.0
"Pitampura, Delhi",Flat / Apartment,1701.0,10,1.2,"lift, parking, park-facing, club",2021,12716000.0
"Sector 15, Faridabad",Villa,624.0,27,,"security, club",2024,3244000.0
"Lajpat Nagar, Delhi",Independent House,872.0,10,1.8,"parking, power backup, club",2023,12048000.0
"Mayur Vihar, Delhi",Flat / Apartment,1174.0,7,0.7,"lift, parking",2019,7948000.0
"Mayur Vihar, Delhi",Flat / Apartment,700.0,17,1.6,"park-facing, gym, power backup",2023,5100000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1178.0,9,1.0,"parking, park-facing, gym, security, power backup",2019,11186000.0
"Saket, Delhi",Villa,1153.0,12,1.7,"gym, security, club",2020,19648000.0
"Pitampura, Delhi",Flat / Apartment,1339.0,13,0.7,parking,2023,10097000.0
"Sector 56, Gurugram",Builder Floor,1274.0,24,0.6,gym,2024,11480000.0
"Vasant Kunj, Delhi",Flat / Apartment,1781.0,25,1.0,"lift, parking, power backup, club",2023,26031000.0
"Sector 62, Noida",Builder Floor,1558.0,18,0.3,"park-facing, security",2020,9073000.0
"Sector 56, Gurugram",Builder Floor,1268.0,28,4.8,"security, power backup",2019,9022000.0
"Saket, Delhi",Flat / Apartment,1150.0,7,2.2,parking,2021,12962000.0
"Sector 15, Faridabad",Independent House,1279.0,19,2.4,"parking, power backup",2023,6017000.0
"Rohini, Delhi",Flat / Apartment,1287.0,12,1.7,"parking, gym, security, power backup, club",2020,7530000.0
"Sector 56, Gurugram",Independent House,2433.0,12,0.8,"parking, park-facing, gym",2021,27740000.0
"Janakpuri, Delhi",Flat / Apartment,644.0,21,3.0,"lift, park-facing, security, club",2022,5172000.0
"Sector 56, Gurugram",Builder Floor,883.0,10,2.7,"parking, gym, security, power backup, club",2022,8473000.0
"Indirapuram, Ghaziabad",Flat / Apartment,817.0,7,0.9,"gym, security, power backup",2020,3341000.0
"Sector 56, Gurugram",Builder Floor,1421.0,14,3.8,"lift, parking, gym, power backup",2019,10446000.0
"Sector 56, Gurugram",Flat / Apartment,1403.0,2,0.7,"park-facing, security, club",2024,16143000.0
"Indirapuram, Ghaziabad",Builder Floor,1042.0,16,2.3,"lift, power backup",2024,5392000.0
"Sector 62, Noida",Flat / Apartment,1703.0,21,4.2,"gym, power backup",2023,8499000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1466.0,4,5.4,security,2019,5537000.0
"Janakpuri, Delhi",Independent House,1722.0,12,1.9,"park-facing, gym",2020,16432000.0
"Saket, Delhi",Flat / Apartment,1842.0,8,1.1,"lift, parking",2020,21589000.0
"Vasant Kunj, Delhi",Flat / Apartment,350.0,3,0.5,"lift, parking, security",2018,3938000.0
"Mayur Vihar, Delhi",Builder Floor,1609.0,3,1.6,"lift, park-facing, power backup, club",2021,13646000.0
"Pitampura, Delhi",Flat / Apartment,719.0,14,1.6,security,2021,4970000.0
"Dwarka, Delhi",Independent House,1412.0,16,4.4,"parking, gym, club",2023,11189000.0
"Saket, Delhi",Flat / Apartment,1267.0,16,2.3,"security, power backup",2019,12445000.0
"Sector 15, Faridabad",Villa,1286.0,1,0.7,"lift, parking, security, power backup",2021,8211000.0
"Sector 62, Noida",Independent House,758.0,0,3.7,"security, club",2020,5266000.0
"Sector 62, Noida",Flat / Apartment,1764.0,3,4.3,,2019,8491000.0
"Saket, Delhi",Flat / Apartment,719.0,23,2.6,"lift, security, power backup",2021,8152000.0
"Rohini, Delhi",Builder Floor,1638.0,19,3.8,"lift, parking, security, power backup",2019,8336000.0
"Vasant Kunj, Delhi",Independent House,656.0,14,2.1,"park-facing, security, club",2023,12112000.0
Greater Noida West,Flat / Apartment,1292.0,0,3.6,"park-facing, security",2021,4654000.0
"Pitampura, Delhi",Flat / Apartment,2112.0,0,1.4,"security, power backup",2023,16870000.0
"Indirapuram, Ghaziabad",Flat / Apartment,2363.0,11,5.5,"parking, gym, power backup, club",2019,9947000.0
"Pitampura, Delhi",Independent House,572.0,25,0.8,"parking, power backup, club",2021,4810000.0
"Pitampura, Delhi",Builder Floor,983.0,3,10.1,"park-facing, gym, security, club",2020,7229000.0
"Mayur Vihar, Delhi",Flat / Apartment,1065.0,17,7.2,"parking, park-facing, power backup, club",2023,8799000.0
"Sector 15, Faridabad",Flat / Apartment,2315.0,17,5.7,"gym, power backup, club",2024,10146000.0
"Janakpuri, Delhi",Independent House,1269.0,28,1.1,"parking, park-facing, power backup, club",2020,11535000.0
"Mayur Vihar, Delhi",Villa,1784.0,8,1.7,"parking, park-facing, power backup",2021,21563000.0
Greater Noida West,Flat / Apartment,1435.0,8,1.5,"gym, club",2021,4414000.0
"Lajpat Nagar, Delhi",Flat / Apartment,760.0,18,1.2,"parking, park-facing",2019,6582000.0
"Indirapuram, Ghaziabad",Flat / Apartment,463.0,12,1.4,"gym, security",2018,1674000.0
"Pitampura, Delhi",Builder Floor,1024.0,5,3.2,"lift, park-facing, gym, club",2023,9555000.0
Greater Noida West,Flat / Apartment,2343.0,19,1.7,"security, club",2018,5338000.0
"Pitampura, Delhi",Flat / Apartment,1416.0,28,0.9,"gym, club",2018,6308000.0
"Sector 56, Gurugram",Independent House,1774.0,27,0.4,"lift, park-facing, gym, security",2019,13202000.0
"Lajpat Nagar, Delhi",Flat / Apartment,662.0,3,4.0,"lift, club",2021,6744000.0
"Sector 56, Gurugram",Flat / Apartment,1154.0,23,2.5,"gym, power backup",2023,8858000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1650.0,21,2.2,"lift, parking, park-facing, security, power backup",2024,17629000.0
"Mayur Vihar, Delhi",Flat / Apartment,809.0,19,0.2,"parking, gym, power backup, club",2024,7106000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1271.0,13,0.9,"lift, parking, park-facing, power backup",2024,6943000.0
"Janakpuri, Delhi",Flat / Apartment,904.0,23,2.3,"gym, power backup",2022,6728000.0
"Janakpuri, Delhi",Flat / Apartment,1672.0,17,3.0,"lift, power backup, club",2021,12515000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1479.0,2,0.1,"parking, park-facing, gym",2018,13982000.0
"Sector 62, Noida",Independent House,1608.0,3,2.2,"park-facing, security, club",2021,11711000.0
"Mayur Vihar, Delhi",Independent House,1692.0,21,2.6,"park-facing, power backup, club",2022,16677000.0
"Pitampura, Delhi",Flat / Apartment,1198.0,12,1.0,"parking, gym, power backup, club",2022,10424000.0
"Rohini, Delhi",Builder Floor,1751.0,17,4.7,"security, power backup, club",2019,8161000.0
"Dwarka, Delhi",Flat / Apartment,1035.0,24,0.7,"parking, park-facing, gym, club",2020,5504000.0
"Rohini, Delhi",Independent House,1582.0,8,2.7,"gym, club",2024,11661000.0
Greater Noida West,Independent House,413.0,26,1.5,"parking, gym, security, club",2023,1746000.0
Greater Noida West,Builder Floor,964.0,7,3.2,"parking, gym, security, club",2023,4381000.0
"Rohini, Delhi",Builder Floor,2342.0,13,2.1,"parking, park-facing, gym, power backup",2020,13318000.0
"Rohini, Delhi",Flat / Apartment,1575.0,8,4.4,"park-facing, gym",2020,8087000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1575.0,20,0.9,"parking, gym, security, power backup, club",2021,6613000.0
"Pitampura, Delhi",Flat / Apartment,929.0,3,1.5,"parking, park-facing, gym, security, power backup, club",2021,7371000.0
"Lajpat Nagar, Delhi",Flat / Apartment,808.0,10,3.3,"park-facing, power backup, club",2023,8775000.0
"Mayur Vihar, Delhi",Builder Floor,1181.0,8,2.4,,2023,10734000.0
"Vasant Kunj, Delhi",Flat / Apartment,1270.0,21,3.3,security,2019,12070000.0
"Saket, Delhi",Flat / Apartment,2162.0,2,3.7,"gym, club",2024,34607000.0
"Lajpat Nagar, Delhi",Builder Floor,1759.0,19,3.6,"park-facing, gym, club",2021,16469000.0
Greater Noida West,Independent House,1349.0,20,2.6,"lift, parking, gym, power backup, club",2020,4666000.0
"Sector 62, Noida",Builder Floor,1330.0,21,3.7,"lift, parking, security",2020,6562000.0
"Saket, Delhi",Flat / Apartment,1641.0,15,2.0,"park-facing, gym, security, club",2023,21983000.0
"Mayur Vihar, Delhi",Independent House,707.0,19,3.1,power backup,2020,5295000.0
Greater Noida West,Flat / Apartment,435.0,3,0.8,"gym, security, club",2022,1595000.0
"Sector 15, Faridabad",Builder Floor,1635.0,16,2.4,"lift, parking, gym, club",2022,6760000.0
"Sector 62, Noida",Flat / Apartment,1332.0,20,2.5,power backup,2019,5748000.0
"Dwarka, Delhi",Flat / Apartment,710.0,7,6.0,"lift, security",2021,4450000.0
"Vasant Kunj, Delhi",Villa,357.0,5,1.8,security,2019,6986000.0
"Saket, Delhi",Flat / Apartment,1702.0,8,0.6,"park-facing, club",2023,22737000.0
"Dwarka, Delhi",Flat / Apartment,1065.0,14,0.6,"lift, parking, club",2019,5755000.0
"Saket, Delhi",Flat / Apartment,1480.0,1,,"parking, park-facing, club",2020,17868000.0
"Lajpat Nagar, Delhi",Villa,1181.0,27,5.2,"park-facing, club",2019,11737000.0
"Mayur Vihar, Delhi",Independent House,1285.0,19,2.8,"lift, parking, park-facing, power backup",2020,10879000.0
"Janakpuri, Delhi",Flat / Apartment,1033.0,22,0.5,"parking, park-facing, power backup, club",2020,7220000.0
"Janakpuri, Delhi",Builder Floor,1266.0,25,2.8,"lift, parking, security",2020,10143000.0
"Vasant Kunj, Delhi",Flat / Apartment,1560.0,17,3.0,,2018,15286000.0
"Dwarka, Delhi",Builder Floor,1176.0,23,2.2,"gym, club",2022,7384000.0
"Sector 15, Faridabad",Flat / Apartment,1150.0,17,2.8,,2019,3221000.0
"Mayur Vihar, Delhi",Flat / Apartment,1573.0,23,1.6,"parking, security",2020,10605000.0
"Saket, Delhi",Builder Floor,1603.0,1,0.5,"parking, power backup",2020,25659000.0
"Indirapuram, Ghaziabad",Independent House,788.0,24,4.0,"lift, parking, power backup",2024,4504000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1287.0,12,2.7,"parking, power backup",2021,5398000.0
"Sector 15, Faridabad",Flat / Apartment,1064.0,14,5.2,"security, power backup",2023,4189000.0
"Saket, Delhi",Villa,1306.0,9,3.6,"lift, power backup, club",2021,22891000.0
"Sector 56, Gurugram",Flat / Apartment,1945.0,12,1.1,"parking, park-facing, security, power backup",2023,20494000.0
"Sector 15, Faridabad",Flat / Apartment,1462.0,14,0.4,"lift, parking, park-facing",2020,5444000.0
"Indirapuram, Ghaziabad",Flat / Apartment,2274.0,11,2.9,"parking, park-facing, gym",2021,10042000.0
"Saket, Delhi",Flat / Apartment,1399.0,28,2.2,parking,2018,10973000.0
Greater Noida West,Flat / Apartment,1225.0,15,2.3,"security, power backup, club",2019,3479000.0
"Janakpuri, Delhi",Flat / Apartment,1291.0,23,2.8,"lift, parking, security, club",2021,8807000.0
"Pitampura, Delhi",Flat / Apartment,1364.0,28,0.3,"lift, park-facing, gym, security",2020,8924000.0
"Mayur Vihar, Delhi",Flat / Apartment,1445.0,18,1.9,park-facing,2023,10193000.0
"Indirapuram, Ghaziabad",Independent House,854.0,10,1.1,"lift, parking, park-facing, power backup",2021,5127000.0
"Dwarka, Delhi",Flat / Apartment,1195.0,21,2.5,"parking, park-facing, power backup, club",2022,7013000.0
"Mayur Vihar, Delhi",Builder Floor,974.0,0,1.2,,2019,6930000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1763.0,21,1.6,"parking, security, power backup, club",2021,8142000.0
"Mayur Vihar, Delhi",Flat / Apartment,433.0,0,1.5,"gym, security",2018,2947000.0
"Vasant Kunj, Delhi",Flat / Apartment,1371.0,13,1.6,"lift, security, power backup, club",2020,16940000.0
"Rohini, Delhi",Flat / Apartment,617.0,8,3.8,park-facing,2018,2476000.0
"Mayur Vihar, Delhi",Builder Floor,1495.0,25,1.5,"lift, gym, security",2021,10118000.0
"Sector 62, Noida",Flat / Apartment,1120.0,19,4.0,,2022,5972000.0
"Mayur Vihar, Delhi",Builder Floor,482.0,18,0.2,"lift, security",2022,4331000.0
"Sector 15, Faridabad",Independent House,1724.0,19,1.2,"lift, parking, park-facing",2024,8978000.0
"Mayur Vihar, Delhi",Flat / Apartment,350.0,22,0.3,"parking, gym, security, club",2020,2439000.0
"Pitampura, Delhi",Villa,1286.0,4,3.4,"lift, parking",2023,15771000.0
"Rohini, Delhi",Flat / Apartment,1611.0,0,2.0,power backup,2024,11035000.0
"Mayur Vihar, Delhi",Flat / Apartment,1920.0,27,1.8,club,2021,12438000.0
"Saket, Delhi",Flat / Apartment,575.0,16,1.3,"lift, park-facing, gym, power backup",2018,5881000.0
"Sector 62, Noida",Independent House,1068.0,20,3.8,security,2023,7569000.0
"Saket, Delhi",Builder Floor,1788.0,10,2.6,"lift, park-facing, gym, security",2020,25045000.0
Greater Noida West,Villa,1818.0,25,1.3,"lift, parking, park-facing, security",2018,7141000.0
"Vasant Kunj, Delhi",Builder Floor,1876.0,1,7.5,"gym, security, power backup",2024,32362000.0
"Janakpuri, Delhi",Flat / Apartment,2453.0,13,1.6,,2020,15960000.0
"Dwarka, Delhi",Independent House,1071.0,19,0.4,"parking, security, club",2023,9764000.0
"Saket, Delhi",Villa,1468.0,13,4.4,"park-facing, gym, power backup, club",2020,26240000.0
Greater Noida West,Independent House,1144.0,27,1.4,"lift, gym, security, club",2018,3825000.0
"Vasant Kunj, Delhi",Builder Floor,411.0,0,1.0,"lift, park-facing, power backup",2021,6205000.0
"Pitampura, Delhi",Independent House,1259.0,21,3.3,"lift, club",2020,8893000.0
"Sector 15, Faridabad",Flat / Apartment,403.0,26,2.7,"parking, park-facing, power backup, club",2022,1443000.0
"Sector 56, Gurugram",Independent House,1066.0,2,1.3,"lift, park-facing, power backup, club",2022,13453000.0
"Rohini, Delhi",Villa,639.0,19,1.2,"lift, parking, gym, power backup",2024,5572000.0
"Lajpat Nagar, Delhi",Builder Floor,1497.0,1,3.7,"lift, parking, security",2021,17812000.0
"Janakpuri, Delhi",Flat / Apartment,950.0,18,2.3,"lift, parking, gym, security, power backup, club",2022,7717000.0
"Vasant Kunj, Delhi",Flat / Apartment,497.0,10,3.7,"parking, gym",2024,7652000.0
"Vasant Kunj, Delhi",Villa,1690.0,24,1.9,"lift, parking, park-facing, security, power backup",2024,36936000.0
"Pitampura, Delhi",Independent House,1028.0,7,0.8,"lift, park-facing, gym",2023,12206000.0
"Lajpat Nagar, Delhi",Builder Floor,1106.0,11,2.7,"parking, gym, power backup",2022,12065000.0
"Vasant Kunj, Delhi",Villa,860.0,0,3.0,"lift, parking, park-facing, gym, security, club",2022,22527000.0
"Janakpuri, Delhi",Flat / Apartment,1817.0,22,1.7,"parking, park-facing, power backup, club",2024,16297000.0
"Lajpat Nagar, Delhi",Independent House,1422.0,1,1.9,"lift, gym, security",2022,19963000.0
"Saket, Delhi",Flat / Apartment,1024.0,20,1.0,"gym, security",2022,11617000.0
"Janakpuri, Delhi",Flat / Apartment,439.0,10,0.6,"lift, gym, club",2024,4657000.0
"Sector 15, Faridabad",Flat / Apartment,2430.0,28,3.4,"parking, park-facing, gym, security, power backup",2023,8373000.0
"Pitampura, Delhi",Flat / Apartment,2191.0,4,0.8,"power backup, club",2021,14192000.0
"Mayur Vihar, Delhi",Flat / Apartment,1949.0,19,2.7,"lift, gym",2021,13436000.0
"Sector 15, Faridabad",Independent House,984.0,5,3.9,"lift, security",2018,3659000.0
"Mayur Vihar, Delhi",Flat / Apartment,1075.0,1,3.1,"power backup, club",2021,8822000.0
"Saket, Delhi",Builder Floor,1480.0,26,3.5,,2023,17423000.0
"Janakpuri, Delhi",Flat / Apartment,898.0,26,4.7,"lift, parking, gym, power backup",2020,5790000.0
"Pitampura, Delhi",Independent House,855.0,29,0.4,"lift, parking, power backup, club",2021,6376000.0
"Pitampura, Delhi",Flat / Apartment,1956.0,5,3.1,"parking, gym, security",2021,14190000.0
"Dwarka, Delhi",Builder Floor,1275.0,24,2.4,park-facing,2023,7364000.0
"Dwarka, Delhi",Builder Floor,796.0,14,2.3,"park-facing, security, club",2020,4833000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1729.0,6,3.1,park-facing,2021,17225000.0
Greater Noida West,Flat / Apartment,1042.0,11,0.6,"park-facing, security",2019,3063000.0
"Sector 62, Noida",Flat / Apartment,409.0,5,5.2,"lift, parking, security",2019,2095000.0
"Indirapuram, Ghaziabad",Flat / Apartment,789.0,18,2.8,parking,2022,3202000.0
"Saket, Delhi",Flat / Apartment,1068.0,17,0.3,"lift, park-facing, power backup, club",2022,14762000.0
"Janakpuri, Delhi",Flat / Apartment,1399.0,5,3.2,"parking, gym",2022,12968000.0
"Mayur Vihar, Delhi",Builder Floor,1377.0,23,0.4,"parking, park-facing, gym, power backup, club",2024,13672000.0
"Janakpuri, Delhi",Flat / Apartment,1852.0,16,3.9,"parking, park-facing",2022,14020000.0
"Janakpuri, Delhi",Flat / Apartment,1193.0,19,3.9,"lift, park-facing, power backup",2018,6901000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1090.0,4,0.8,"lift, power backup, club",2022,12501000.0
"Rohini, Delhi",Flat / Apartment,1860.0,24,0.4,"parking, security",2019,8377000.0
Greater Noida West,Flat / Apartment,1740.0,10,3.0,"lift, park-facing, security, club",2018,5017000.0
